time,close_BCN,high_BCN,low_BCN,open_BCN,volumefrom_BCN,volumeto_BCN
2017-09-15 11:21:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 11:22:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,4347938.19,1.39
2017-09-15 11:23:00,3.4e-07,3.4e-07,3.1e-07,3.2e-07,4286591.84,1.37
2017-09-15 11:24:00,3.3e-07,3.4e-07,3.2e-07,3.4e-07,557271.86,0.1839
2017-09-15 11:25:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,158717.4,0.05109
2017-09-15 11:26:00,3.1e-07,3.3e-07,3.1e-07,3.3e-07,486706.56,0.1551
2017-09-15 11:27:00,3.1e-07,3.2e-07,3.1e-07,3.1e-07,3544297.85,1.1
2017-09-15 11:28:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,1545014.32,0.479
2017-09-15 11:29:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,408726.72,0.1273
2017-09-15 11:30:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,2534937.5,0.7858
2017-09-15 11:31:00,3.1e-07,3.3e-07,3.1e-07,3.1e-07,2346734.1,0.7563
2017-09-15 11:32:00,3.2e-07,3.3e-07,3.1e-07,3.1e-07,264373.61,0.08723
2017-09-15 11:33:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,14977.5,0.004643
2017-09-15 11:34:00,3.1e-07,3.2e-07,3.1e-07,3.1e-07,510690.9,0.1599
2017-09-15 11:35:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,714191.56,0.2214
2017-09-15 11:36:00,3.1e-07,3.2e-07,3.1e-07,3.1e-07,323504.96,0.1005
2017-09-15 11:37:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,939080.9,0.2911
2017-09-15 11:38:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,1922046.95,0.5958
2017-09-15 11:39:00,3.1e-07,3.2e-07,3.1e-07,3.1e-07,140551.52,0.0436
2017-09-15 11:40:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,775.91,0.0002405
2017-09-15 11:41:00,3.1e-07,3.2e-07,3.1e-07,3.1e-07,623153.72,0.1938
2017-09-15 11:42:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,0.0,0.0
2017-09-15 11:43:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,20068.0,0.006221
2017-09-15 11:44:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,7432.18,0.002304
2017-09-15 11:45:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,20060.0,0.006419
2017-09-15 11:46:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,726078.14,0.2255
2017-09-15 11:47:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,8146.97,0.002526
2017-09-15 11:48:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,164362.39,0.05095
2017-09-15 11:49:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,625000.0,0.2
2017-09-15 11:50:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 11:51:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 11:52:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,9810.41,0.003139
2017-09-15 11:53:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,100596.1,0.03118
2017-09-15 11:54:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,19559.28,0.006259
2017-09-15 11:55:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,2610527.44,0.8095
2017-09-15 11:56:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,6250.0,0.002
2017-09-15 11:57:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,3125000.0,1.0
2017-09-15 11:58:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,101259.48,0.03139
2017-09-15 11:59:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,0.0,0.0
2017-09-15 12:00:00,3.1e-07,3.2e-07,3.1e-07,3.1e-07,41232.15,0.01284
2017-09-15 12:01:00,3.1e-07,3.2e-07,3.1e-07,3.1e-07,527823.44,0.1638
2017-09-15 12:02:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,15625.0,0.005
2017-09-15 12:03:00,3.2e-07,3.2e-07,3.1e-07,3.2e-07,101322.61,0.03242
2017-09-15 12:04:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 12:05:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,85302.64,0.02644
2017-09-15 12:06:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,0.0,0.0
2017-09-15 12:07:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,3100.0,0.000992
2017-09-15 12:08:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 12:09:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,921281.13,0.2879
2017-09-15 12:10:00,3.1e-07,3.2e-07,3.1e-07,3.1e-07,15971.94,0.005107
2017-09-15 12:11:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,17595.93,0.005631
2017-09-15 12:12:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 12:13:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 12:14:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,356.7,0.0001106
2017-09-15 12:15:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,4467040.21,1.43
2017-09-15 12:16:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,159184.67,0.04935
2017-09-15 12:17:00,3.1e-07,3.2e-07,3.1e-07,3.1e-07,95189.49,0.02981
2017-09-15 12:18:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,90070.69,0.02832
2017-09-15 12:19:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 12:20:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 12:21:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,30411.58,0.009732
2017-09-15 12:22:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,1735097.7,0.5379
2017-09-15 12:23:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,23773.81,0.00737
2017-09-15 12:24:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,0.0,0.0
2017-09-15 12:25:00,3.1e-07,3.1e-07,3.1e-07,3.1e-07,0.0,0.0
2017-09-15 12:26:00,3.1e-07,3.3e-07,3.1e-07,3.1e-07,2313721.84,0.758
2017-09-15 12:27:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,53943.36,0.01726
2017-09-15 12:28:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 12:29:00,3.2e-07,3.3e-07,3.2e-07,3.2e-07,236507.49,0.07653
2017-09-15 12:30:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,44641.23,0.01429
2017-09-15 12:31:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,88277.42,0.02825
2017-09-15 12:32:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 12:33:00,3.2e-07,3.2e-07,3.1e-07,3.2e-07,31700.61,0.01014
2017-09-15 12:34:00,3.2e-07,3.2e-07,3.1e-07,3.2e-07,998281.31,0.3175
2017-09-15 12:35:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,1600123.06,0.512
2017-09-15 12:36:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 12:37:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,3249535.18,1.07
2017-09-15 12:38:00,3.3e-07,3.4e-07,3.3e-07,3.3e-07,334950.12,0.1109
2017-09-15 12:39:00,3.4e-07,3.4e-07,3.3e-07,3.3e-07,88235.29,0.03
2017-09-15 12:40:00,3.3e-07,3.4e-07,3.3e-07,3.4e-07,230408.94,0.07807
2017-09-15 12:41:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,998.5,0.0003295
2017-09-15 12:42:00,3.3e-07,3.4e-07,3.3e-07,3.3e-07,1806624.04,0.6091
2017-09-15 12:43:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,1601683.45,0.5286
2017-09-15 12:44:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,69525.2,0.02281
2017-09-15 12:45:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,1282281.13,0.4117
2017-09-15 12:46:00,3.1e-07,3.3e-07,3.1e-07,3.3e-07,10585784.88,3.39
2017-09-15 12:47:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,5258.28,0.001683
2017-09-15 12:48:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,69701.18,0.0223
2017-09-15 12:49:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,35350.59,0.01131
2017-09-15 12:50:00,3.2e-07,3.2e-07,3.1e-07,3.2e-07,412574.86,0.1287
2017-09-15 12:51:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,136585.91,0.04371
2017-09-15 12:52:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,1495193.68,0.4785
2017-09-15 12:53:00,3.3e-07,3.3e-07,3.1e-07,3.2e-07,833782.84,0.2735
2017-09-15 12:54:00,3.1e-07,3.3e-07,3e-07,3.3e-07,10009751.72,3.1
2017-09-15 12:55:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,143526.42,0.04529
2017-09-15 12:56:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,656282.15,0.21
2017-09-15 12:57:00,3.2e-07,3.2e-07,3.1e-07,3.2e-07,72965.73,0.023
2017-09-15 12:58:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,197393.49,0.06315
2017-09-15 12:59:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,493752.0,0.158
2017-09-15 13:00:00,3.3e-07,3.3e-07,3.1e-07,3.2e-07,1440348.26,0.4639
2017-09-15 13:01:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,339264.34,0.109
2017-09-15 13:02:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,10030.0,0.00331
2017-09-15 13:03:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,48190.6,0.01542
2017-09-15 13:04:00,3.2e-07,3.3e-07,3.2e-07,3.2e-07,647372.44,0.2103
2017-09-15 13:05:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,32306.16,0.01034
2017-09-15 13:06:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,8568939.0,2.68
2017-09-15 13:07:00,3.3e-07,3.3e-07,3.1e-07,3.1e-07,18511.76,0.006109
2017-09-15 13:08:00,3.2e-07,3.2e-07,3.1e-07,3.1e-07,7040.84,0.002253
2017-09-15 13:09:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,20877.84,0.006681
2017-09-15 13:10:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,414525.0,0.1326
2017-09-15 13:11:00,3.1e-07,3.2e-07,3.1e-07,3.2e-07,1000.0,0.00031
2017-09-15 13:12:00,3.3e-07,3.3e-07,3.1e-07,3.1e-07,104213.05,0.03338
2017-09-15 13:13:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 13:14:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 13:15:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 13:16:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,2276.48,0.0007315
2017-09-15 13:17:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 13:18:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,37571.3,0.01202
2017-09-15 13:19:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,1335652.61,0.4284
2017-09-15 13:20:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,12697.68,0.00419
2017-09-15 13:21:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,1305934.16,0.4179
2017-09-15 13:22:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,154649.8,0.051
2017-09-15 13:23:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,36388.82,0.012
2017-09-15 13:24:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,100000.0,0.032
2017-09-15 13:25:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:26:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:27:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:28:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:29:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,9149.99,0.003019
2017-09-15 13:30:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,31514.46,0.01008
2017-09-15 13:31:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,199592.7,0.06387
2017-09-15 13:32:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,138541.67,0.04572
2017-09-15 13:33:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,464963.07,0.1517
2017-09-15 13:34:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,16837.37,0.005425
2017-09-15 13:35:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,31335.39,0.01003
2017-09-15 13:36:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,2171963.44,0.7164
2017-09-15 13:37:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,400370.68,0.1304
2017-09-15 13:38:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,24542.63,0.007854
2017-09-15 13:39:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:40:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:41:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:42:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,4573524.62,1.46
2017-09-15 13:43:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:44:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,69576.76,0.02296
2017-09-15 13:45:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,1288525.37,0.4123
2017-09-15 13:46:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:47:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:48:00,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2017-09-15 13:49:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,12121.21,0.004
2017-09-15 13:50:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,6887.05,0.002273
2017-09-15 13:51:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,906651.88,0.2992
2017-09-15 13:52:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,224000.0,0.07392
2017-09-15 13:53:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,3116.94,0.001029
2017-09-15 13:54:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 13:55:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,1935518.73,0.6387
2017-09-15 13:56:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 13:57:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 13:58:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,976.7,0.0003223
2017-09-15 13:59:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,1400.0,0.000462
2017-09-15 14:00:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 14:01:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,30303.03,0.01
2017-09-15 14:02:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,557904.55,0.1841
2017-09-15 14:03:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 14:04:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 14:05:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,26870.0,0.008857
2017-09-15 14:06:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,960.47,0.0003114
2017-09-15 14:07:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,72727.27,0.024
2017-09-15 14:08:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,1254856.06,0.4141
2017-09-15 14:09:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,38958.79,0.01286
2017-09-15 14:10:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 14:11:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 14:12:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,211800.0,0.06989
2017-09-15 14:13:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,517.0,0.0001654
2017-09-15 14:14:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,322093.77,0.1063
2017-09-15 14:15:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,67027.32,0.02181
2017-09-15 14:16:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,446354.37,0.1473
2017-09-15 14:17:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,38065.62,0.01256
2017-09-15 14:18:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,508.62,0.0001678
2017-09-15 14:19:00,3.3e-07,3.4e-07,3.3e-07,3.3e-07,34243.22,0.01156
2017-09-15 14:20:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,381276.58,0.1258
2017-09-15 14:21:00,3.2e-07,3.3e-07,3.2e-07,3.3e-07,607381.92,0.1944
2017-09-15 14:22:00,3.3e-07,3.3e-07,3.2e-07,3.2e-07,172712.92,0.05695
2017-09-15 14:23:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 14:24:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,21968.55,0.007243
2017-09-15 14:25:00,3.3e-07,3.4e-07,3.3e-07,3.3e-07,1075809.57,0.355
2017-09-15 14:26:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,3773.3,0.001238
2017-09-15 14:27:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,154345.79,0.05093
2017-09-15 14:28:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 14:29:00,3.4e-07,3.4e-07,3.3e-07,3.3e-07,10030.0,0.00341
2017-09-15 14:30:00,3.4e-07,3.4e-07,3.3e-07,3.4e-07,78861.14,0.02626
2017-09-15 14:31:00,3.3e-07,3.4e-07,3.3e-07,3.4e-07,11375.0,0.003754
2017-09-15 14:32:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 14:33:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,7114.85,0.002348
2017-09-15 14:34:00,3.4e-07,3.4e-07,3.3e-07,3.3e-07,571546.23,0.1943
2017-09-15 14:35:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,181176.47,0.0616
2017-09-15 14:36:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,55222.79,0.01878
2017-09-15 14:37:00,3.3e-07,3.4e-07,3.3e-07,3.4e-07,36150.13,0.01193
2017-09-15 14:38:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 14:39:00,3.3e-07,3.3e-07,3.2e-07,3.3e-07,1454904.1,0.4801
2017-09-15 14:40:00,3.3e-07,3.4e-07,3.3e-07,3.3e-07,1754328.48,0.58
2017-09-15 14:41:00,3.4e-07,3.4e-07,3.3e-07,3.3e-07,1471653.6,0.4867
2017-09-15 14:42:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,0.0,0.0
2017-09-15 14:43:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,0.0,0.0
2017-09-15 14:44:00,3.3e-07,3.4e-07,3.3e-07,3.4e-07,22156.16,0.007521
2017-09-15 14:45:00,3.4e-07,3.4e-07,3.3e-07,3.3e-07,66461.41,0.0226
2017-09-15 14:46:00,3.3e-07,3.4e-07,3.3e-07,3.4e-07,36469.3,0.01203
2017-09-15 14:47:00,3.4e-07,3.5e-07,3.3e-07,3.3e-07,8419043.42,2.86
2017-09-15 14:48:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,576669.27,0.1961
2017-09-15 14:49:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,1000.0,0.00034
2017-09-15 14:50:00,3.5e-07,3.5e-07,3.4e-07,3.4e-07,565638.19,0.1923
2017-09-15 14:51:00,3.4e-07,3.5e-07,3.3e-07,3.5e-07,361876.78,0.1225
2017-09-15 14:52:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,735.29,0.00025
2017-09-15 14:53:00,3.4e-07,3.4e-07,3.3e-07,3.4e-07,36171.88,0.01199
2017-09-15 14:54:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,401200.0,0.1364
2017-09-15 14:55:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,140835.06,0.04788
2017-09-15 14:56:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,306727.83,0.1043
2017-09-15 14:57:00,3.3e-07,3.4e-07,3.3e-07,3.4e-07,400690.61,0.1323
2017-09-15 14:58:00,3.4e-07,3.4e-07,3.3e-07,3.3e-07,35759.41,0.01216
2017-09-15 14:59:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,0.0,0.0
2017-09-15 15:00:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,0.0,0.0
2017-09-15 15:01:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,147058.82,0.05
2017-09-15 15:02:00,3.3e-07,3.4e-07,3.3e-07,3.4e-07,20161.91,0.006653
2017-09-15 15:03:00,3.4e-07,3.4e-07,3.3e-07,3.3e-07,112620.98,0.03729
2017-09-15 15:04:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,278096.53,0.09455
2017-09-15 15:05:00,3.3e-07,3.4e-07,3.3e-07,3.4e-07,998.5,0.0003295
2017-09-15 15:06:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 15:07:00,3.3e-07,3.3e-07,3.3e-07,3.3e-07,0.0,0.0
2017-09-15 15:08:00,3.4e-07,3.4e-07,3.3e-07,3.3e-07,686764.03,0.2335
2017-09-15 15:09:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,3597.06,0.001223
2017-09-15 15:10:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,0.0,0.0
2017-09-15 15:11:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,323529.41,0.11
2017-09-15 15:12:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,29411.76,0.01
2017-09-15 15:13:00,3.5e-07,3.5e-07,3.4e-07,3.4e-07,567615.03,0.1933
2017-09-15 15:14:00,3.4e-07,3.5e-07,3.4e-07,3.5e-07,72857.14,0.0252
2017-09-15 15:15:00,3.5e-07,3.5e-07,3.4e-07,3.4e-07,209306.7,0.07293
2017-09-15 15:16:00,3.4e-07,3.5e-07,3.4e-07,3.5e-07,1288.39,0.000438
2017-09-15 15:17:00,3.5e-07,3.5e-07,3.4e-07,3.4e-07,1443571.43,0.5052
2017-09-15 15:18:00,3.5e-07,3.5e-07,3.5e-07,3.5e-07,31065.63,0.01087
2017-09-15 15:19:00,3.5e-07,3.5e-07,3.5e-07,3.5e-07,29152.14,0.0102
2017-09-15 15:20:00,3.5e-07,3.5e-07,3.4e-07,3.5e-07,278304.59,0.0948
2017-09-15 15:21:00,3.4e-07,3.5e-07,3.4e-07,3.5e-07,2941.18,0.001
2017-09-15 15:22:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,557511.43,0.1896
2017-09-15 15:23:00,3.5e-07,3.5e-07,3.4e-07,3.4e-07,602.77,0.000211
2017-09-15 15:24:00,3.4e-07,3.5e-07,3.4e-07,3.5e-07,36329.57,0.01235
2017-09-15 15:25:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,24117.12,0.0082
2017-09-15 15:26:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,0.0,0.0
2017-09-15 15:27:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,700.0,0.000238
2017-09-15 15:28:00,3.4e-07,3.4e-07,3.4e-07,3.4e-07,8498.68,0.00289
2017-09-15 15:29:00,3.5e-07,3.5e-07,3.4e-07,3.4e-07,20000.0,0.007
2017-09-15 15:30:00,3.4e-07,3.5e-07,3.4e-07,3.5e-07,99850.0,0.03395
2017-09-15 15:31:00,3.5e-07,3.6e-07,3.4e-07,3.4e-07,15676794.29,5.49
2017-09-15 15:32:00,3.5e-07,3.6e-07,3.5e-07,3.5e-07,2158453.79,0.7615
2017-09-15 15:33:00,3.5e-07,3.5e-07,3.5e-07,3.5e-07,8672239.14,3.04
2017-09-15 15:34:00,3.4e-07,3.6e-07,3.4e-07,3.5e-07,3036574.96,1.06
2017-09-15 15:35:00,3.4e-07,3.5e-07,3.4e-07,3.4e-07,202361.71,0.07049
